subject,gender,age,recall,survey,condition,subdesign,structure,distance,item,raw.judgment,zscores
74,F,21,3.5,4,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.4.a,5,0.566849866
75,F,22,3.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,0.96965073
76,F,21,4.75,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,6,0.765098808
77,F,21,5.25,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,1.056755813
78,M,19,4.25,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,1.36958411
79,M,20,5.25,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,5,0.224660875
80,F,18,5.0,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,3,-0.40411358
81,M,18,5.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,0.910233839
82,M,27,4.0,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,5,1.065550253
83,F,21,3.0,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,1.13156914
84,M,20,4.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,6,0.932702801
85,F,21,4.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,1.04351552
86,F,21,4.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,0.961786541
87,F,21,4.75,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,0.949122402
88,F,20,6.0,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,6,0.78298494
89,F,22,3.5,5,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.5.a,7,0.852280482
90,M,20,4.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.788997184
91,M,20,5.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.947268532
92,M,22,2.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,1.132725124
93,M,25,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,5,0.668020297
94,F,22,6.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.276705434
95,M,21,6.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.847892394
96,F,18,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.768279486
97,M,19,3.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.006125889
98,M,21,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.990559804
99,M,22,3.5,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.866772923
100,F,21,3.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.907099295
101,F,21,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.908064561
102,M,24,4.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.444900903
103,M,22,3.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.528773002
104,F,23,4.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.83202216
105,F,21,4.5,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.910501883
106,M,25,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.957342265
107,M,21,5.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.183495776
108,F,21,4.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.383971337
109,F,23,5.5,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.826319649
110,F,25,6.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.930797009
111,M,21,4.0,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.141680216
112,F,21,4.5,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.947016153
113,M,19,3.75,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,1.136288202
114,F,19,4.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,5,0.325947339
115,M,20,4.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.788997184
116,M,20,5.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,6,0.947268532
117,M,21,3.25,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.86277382
118,M,21,3.5,6,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.6.a,7,0.678929123
119,F,21,5.25,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.818215585
120,M,22,4.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,5,1.261562377
121,F,22,5.0,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,5,0.980760865
122,F,21,6.25,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,3,-0.246182982
123,F,21,6.25,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,4,0.274776287
124,F,24,5.25,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.612339128
125,M,22,2.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.760806569
126,M,21,3.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.887715291
127,F,22,2.25,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,7,1.039135528
128,M,19,3.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,1.614652505
129,M,21,2.5,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,4,-0.115671592
130,M,21,3.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,4,0.359616322
131,F,21,1.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.624518607
132,M,25,2.75,7,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.7.a,6,0.930376243
133,M,24,4.5,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,3,-0.401782879
134,F,21,3.75,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,6,1.1206354
135,F,20,4.0,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,6,1.07761347
136,M,20,3.75,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,6,0.744775872
137,M,25,3.0,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,4,0.180782924
138,M,20,3.0,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,7,1.008069115
139,F,22,3.75,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,6,0.517725832
140,M,20,4.75,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,5,1.088035056
141,F,19,6.5,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,7,0.960204268
142,M,22,4.0,8,NP.d.isl.ma,np,island,matrix,NP.d.isl.ma.8.a,7,1.174933277
1,F,21,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,7,0.986909744
2,F,21,5.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,3,-0.699702318
3,M,22,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,3,-0.37780374
4,F,24,5.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.245471812
5,F,23,3.25,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,4,-0.625462792
6,M,24,6.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.083906078
7,F,21,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,4,-0.237423537
8,F,21,3.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.218970002
9,F,22,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,2,-0.627071423
10,F,21,4.25,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.621247861
11,F,25,4.0,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.256531789
12,F,22,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.178523422
13,M,19,1.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,7,0.667139983
14,F,18,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,3,-0.701136164
15,F,20,4.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,-0.196455823
16,M,21,3.25,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.261757508
17,F,21,3.5,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,6,0.737620286
18,F,21,4.25,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,5,0.36541211
19,M,20,3.75,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,3,-0.183174342
20,M,22,3.0,1,NP.d.non.em,np,non,embedded,NP.d.non.em.1.a,3,-0.995922942
21,M,19,6.25,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,6,1.300243473
22,F,19,5.25,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,6,0.92974261
23,M,22,5.25,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,0.931290697
24,F,24,4.5,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,1,-1.459426981
25,M,25,3.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,3,-0.505181486
26,M,22,4.5,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,1.150833535
27,M,20,3.75,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,6,1.089312781
28,M,21,4.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,1.245814211
29,F,21,3.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,2,-0.695374858
30,M,19,4.75,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,4,0.114829376
31,M,21,5.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,4,0.096262981
32,M,19,4.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,6,0.927237164
33,M,19,5.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,1.414099051
34,F,18,3.5,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,1.056126015
35,F,21,4.75,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,7,1.105127
36,F,20,5.0,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,2,-0.781424489
37,F,20,4.5,2,NP.d.non.em,np,non,embedded,NP.d.non.em.2.a,1,-1.117203012
38,M,20,4.25,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-0.760458803
39,F,19,4.25,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-0.702964351
40,F,20,2.75,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,6,0.761884395
41,F,21,3.5,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,4,0.762865699
42,F,22,4.0,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-0.420693553
43,M,21,3.25,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-0.724665209
44,F,20,4.5,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,4,0.058683286
45,F,23,4.0,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,6,0.856323684
46,M,21,3.0,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,6,0.974044523
47,F,20,2.5,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-1.232667487
48,M,21,3.75,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,4,0.33433433
49,M,21,5.75,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,6,0.941850321
50,M,21,2.5,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,7,0.858271513
51,M,21,4.75,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,7,1.03502861
52,F,22,3.0,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,1,-1.278951808
53,F,19,3.0,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,2,-0.871251253
54,F,19,3.25,3,NP.d.non.em,np,non,embedded,NP.d.non.em.3.a,6,0.681633467
55,F,21,4.0,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.206869466
56,M,21,2.75,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,6,0.648434609
57,M,21,4.25,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-0.99998893
58,M,20,3.25,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.028484519
59,F,21,5.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,3,-0.207672961
60,F,20,4.0,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,2,-0.525804705
61,F,20,3.75,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.285901221
62,F,19,4.0,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.498150563
63,M,21,3.75,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.004529026
64,F,23,4.75,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,2,-0.629231417
65,F,24,4.0,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.127922051
66,M,23,5.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,5,0.908725788
67,F,21,4.25,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,5,0.019262321
68,M,23,4.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.141513522
69,M,20,3.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,4,0.226551462
70,F,20,2.75,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,1,-1.338161691
71,F,22,4.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,3,-0.583617589
72,F,21,4.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,6,0.931933035
73,F,21,4.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,6,0.632186574
74,F,21,3.5,4,NP.d.non.em,np,non,embedded,NP.d.non.em.4.a,3,-0.479642194
75,F,22,3.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,6,0.522119624
76,F,21,4.75,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,4,-0.400766042
77,F,21,5.25,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,5,0.282339339
78,M,19,4.25,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,5,0.515817392
79,M,20,5.25,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,4,-0.314525224
80,F,18,5.0,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,6,1.015212163
81,M,18,5.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,1,-1.0757309
82,M,27,4.0,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,4,0.554086131
83,F,21,3.0,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,4,-0.066562891
84,M,20,4.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,2,-0.992877175
85,F,21,4.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,4,-0.360841815
86,F,21,4.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,6,0.530330896
87,F,21,4.75,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,3,-1.031654784
88,F,20,6.0,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,5,0.318993865
89,F,22,3.5,5,NP.d.non.em,np,non,embedded,NP.d.non.em.5.a,7,0.852280482
90,M,20,4.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.788997184
91,M,20,5.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,1,-1.34914003
92,M,22,2.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,4,-0.209763912
93,M,25,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,5,0.668020297
94,F,22,6.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,1.276705434
95,M,21,6.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,6,0.847892394
96,F,18,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.768279486
97,M,19,3.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,6,0.37893053
98,M,21,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.990559804
99,M,22,3.5,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,4,-0.018441977
100,F,21,3.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,6,0.907099295
101,F,21,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,6,0.369952229
102,M,24,4.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,5,0.656773138
103,M,22,3.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,6,0.528773002
104,F,23,4.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.83202216
105,F,21,4.5,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.910501883
106,M,25,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,4,-0.210939821
107,M,21,5.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,2,-0.788997184
108,F,21,4.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,2,-0.786964093
109,F,23,5.5,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,3,-0.37559984
110,F,25,6.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,3,-0.35799885
111,M,21,4.0,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,3,-0.715968949
112,F,21,4.5,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,5,0.236754038
113,M,19,3.75,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,1.136288202
114,F,19,4.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,2,-1.292549792
115,M,20,4.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.788997184
116,M,20,5.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,1,-1.34914003
117,M,21,3.25,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,7,0.86277382
118,M,21,3.5,6,NP.d.non.em,np,non,embedded,NP.d.non.em.6.a,4,-0.574478489
119,F,21,5.25,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,6,0.818215585
120,M,22,4.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,3,0.085737249
121,F,22,5.0,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,4,0.308239129
122,F,21,6.25,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,6,0.861640437
123,F,21,6.25,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,6,1.099105149
124,F,24,5.25,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,6,0.612339128
125,M,22,2.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,7,1.153480927
126,M,21,3.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,5,0.33433433
127,F,22,2.25,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,6,0.633619225
128,M,19,3.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,5,0.94071059
129,M,21,2.5,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,2,-1.125169122
130,M,21,3.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,5,0.976101447
131,F,21,1.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,7,1.085701579
132,M,25,2.75,7,NP.d.non.em,np,non,embedded,NP.d.non.em.7.a,4,0.03721505
133,M,24,4.5,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,1,-1.173206008
134,F,21,3.75,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,1,-0.96426767
135,F,20,4.0,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,3,-0.474149927
136,M,20,3.75,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,6,0.744775872
137,M,25,3.0,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,2,-0.68697511
138,M,20,3.0,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,6,0.587309832
139,F,22,3.75,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,6,0.517725832
140,M,20,4.75,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,1,-0.793971527
141,F,19,6.5,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,5,0.251130347
142,M,22,4.0,8,NP.d.non.em,np,non,embedded,NP.d.non.em.8.a,7,1.174933277
1,F,21,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,0.986909744
2,F,21,5.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.399404635
3,M,22,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.435654211
4,F,24,5.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,0.981887246
5,F,23,3.25,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.914137926
6,M,24,6.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.65926204
7,F,21,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.028835328
8,F,21,3.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.696722734
9,F,22,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.37955713
10,F,21,4.25,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.449578343
11,F,25,4.0,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.79190248
12,F,22,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.186655689
13,M,19,1.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,0.667139983
14,F,18,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.576884186
15,F,20,4.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,6,0.327426372
16,M,21,3.25,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.584321759
17,F,21,3.5,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.126694722
18,F,21,4.25,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,1.181215889
19,M,20,3.75,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,5,0.742338125
20,M,22,3.0,1,NP.d.non.ma,np,non,matrix,NP.d.non.ma.1.a,7,0.916249107
21,M,19,6.25,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,6,1.300243473
22,F,19,5.25,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,6,0.92974261
23,M,22,5.25,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,0.931290697
24,F,24,4.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.072590914
25,M,25,3.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.226869322
26,M,22,4.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.150833535
27,M,20,3.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.670279597
28,M,21,4.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,5,0.128074358
29,F,21,3.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,6,0.839245518
30,M,19,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,5,0.727252713
31,M,21,5.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,3,-0.673840867
32,M,19,4.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,5,0.438145034
33,M,19,5.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.414099051
34,F,18,3.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.056126015
35,F,21,4.75,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,7,1.105127
36,F,20,5.0,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,2,-0.781424489
37,F,20,4.5,2,NP.d.non.ma,np,non,matrix,NP.d.non.ma.2.a,2,-0.72861066
38,M,20,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,6,1.239652022
39,F,19,4.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.640250152
40,F,20,2.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,6,0.761884395
41,F,21,3.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,3,0.131528569
42,F,22,4.0,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,2,-0.420693553
43,M,21,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.086997813
44,F,20,4.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,4,0.058683286
45,F,23,4.0,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.383292104
46,M,21,3.0,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.581241109
47,F,20,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,0.926750008
48,M,21,3.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,5,0.887715291
49,M,21,5.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,2,-0.831044401
50,M,21,2.5,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,0.858271513
51,M,21,4.75,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.03502861
52,F,22,3.0,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,5,0.526627215
53,F,19,3.0,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.139328562
54,F,19,3.25,3,NP.d.non.ma,np,non,matrix,NP.d.non.ma.3.a,7,1.177366897
55,F,21,4.0,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.035571865
56,M,21,2.75,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,5,0.16959059
57,M,21,4.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,6,0.935473515
58,M,20,3.25,4,NP.d.non.ma,np,non,matrix,NP.d.non.ma.4.a,7,1.250004261
